ID,Movie Name,Year,Timing(min),Rating(10),Votes,Genre,Language
tt2075108,Baishe Srabon,2011,120 min,8.1,"4,719","Action, Crime, Drama            ",bengali
tt7097682,The Unbreakables,2014–2015,-,-,-,Comedy            ,urdu
tt0262871,Venkanna Babu,1992,-,-,-,-,telugu
tt1418295,Yarivanu?,1984,-,8.5,36,-,kannada
tt6031078,Karnabharam,2013,103 min,-,-,Drama            ,sanskrit
tt0096390,Vijay,1988,172 min,5.6,216,"Action, Drama, Romance            ",hindi
tt9261624,Evanukku Engeyo Matcham Irukku,2018,148 min,3.2,95,Comedy            ,tamil
tt8483182,Suno Chanda,2018– ,-,8.9,"1,436","Comedy, Drama, Romance            ",urdu
tt9680080,Dandupalya 4,2019,121 min,7.2,20,Romance            ,kannada
-,Mangal Muhurat,,-,-,-,Drama            ,gujarati
tt0234542,Purab Aur Pachhim,1970,142 min,7.4,855,"Drama, Romance            ",hindi
tt0438894,Kisse Pyaar Karoon?,2009,123 min,3.3,130,"Action, Comedy, Crime            ",hindi
tt4778800,Ma Amba Gabbarwali,1976,132 min,-,-,Drama            ,hindi
tt5762148,Kalpaka Nadanam,2016,15 min,-,-,Short            ,malayalam
tt0395559,Ghulam Begam Badshah,1973,123 min,6.2,8,"Drama, Family            ",hindi
tt1582478,Bindaas,2010,143 min,6.7,775,"Action, Drama, Family            ",telugu
tt0055220,Nazrana,1961,130 min,6.9,49,"Comedy, Drama, Romance            ",hindi
-,S3 (Stop Stop Stop),2021,-,-,-,Romance            ,bengali
tt0089953,Sajan Tara Sambharna,1985,-,-,-,-,hindi
tt9104912,Preethi Keli Sneha Kaledukollabedi,2018,117 min,-,-,Romance            ,kannada
tt0355823,Newspaper Boy,1997,130 min,3.6,31,"Comedy, Drama, Mystery            ",malayalam
tt4249472,Guru Shisya,2001,130 min,7.2,13,"Drama, Musical            ",bengali
-,Iswarya Murugan,2021,-,-,-,Drama            ,tamil
tt3505060,Idhuvum Kadandhu Pogum,2014,54 min,7.7,38,"Drama, Family            ",tamil
tt13776352,IQRA,2019,40 min,-,-,"Documentary, Short            ",urdu
tt0795434,Namastey London,2007,128 min,7.1,"20,744","Comedy, Drama, Romance            ",hindi
tt14142962,Annthamma,2021,-,-,-,Drama            ,kannada
tt14253780,Huttidare Kannada Nadali Huttabeku,2008,-,-,-,Drama            ,kannada
tt0280825,Karumbu Vil,1980,-,-,-,-,tamil
tt1105721,Chirutha,2007,117 min,5.3,"1,856",Action            ,telugu
tt0074955,Nehle Pe Dehlaa,1976,-,5.4,32,"Action, Crime, Drama            ",hindi
tt8598380,The Sixth Land,2020,95 min,-,-,Drama            ,tamil
tt4061486,Wall's Paddle Pop Kids Club,1994–1996,"1,008 min",-,-,Talk-Show            ,urdu
tt14312014,Mirza Sahiba,1956,-,-,-,-,punjabi
tt0353296,Chiranjeevi,1994,-,-,-,-,malayalam
tt0373757,Chhath Maiya Ki Mahima,1979,-,-,-,"Drama, Fantasy, History            ",hindi
tt0379253,Dhongee,1979,122 min,4.5,22,"Action, Comedy, Drama            ",hindi
tt0259530,Ragam Thedum Pallavi,1982,-,-,-,-,tamil
tt6873702,Anarchist: Azad,I 2017,98 min,6.5,21,"Drama, Thriller            ",urdu
tt14268942,Ekbar Bolo Bhalobashi,2010,-,-,-,Drama            ,bengali
tt1364298,Sose Thanda Saubhagya,1977,169 min,7.0,12,-,kannada
tt13667320,Thiru Ranga,2007,125 min,-,-,Drama            ,tamil
tt1937455,Vroom,2010,130 min,5.4,29,"Action, Comedy, Crime            ",hindi
tt0332419,Sohag Raat,1948,143 min,7.2,6,"Drama, Romance            ",hindi
tt0965436,Panthaya Kozhi,2007,-,5.2,43,Drama            ,malayalam
tt5296940,Goyenda Gogol,2013,111 min,6.3,27,Adventure            ,bengali
tt0232155,Najma,1943,121 min,7.5,30,Drama            ,oriya
tt3674858,Nestle Nido Young Stars aka Nido Ye Tare Hamare,2008–2010,"1,716 min",-,-,Talk-Show            ,urdu
tt0249027,Moonnam Pakkam,1988,114 min,8.2,970,Drama            ,malayalam
tt0049882,Trijama,1956,-,6.6,21,Drama            ,bengali
tt1613097,Hitlist,2009,-,7.1,80,Crime            ,bengali
tt0100002,Lekin...,1990,171 min,7.6,322,"Drama, Fantasy, Musical            ",hindi
tt7890672,The Survivor,II 2016,27 min,9.9,7,Short            ,urdu
tt7753596,Kiln,2017,12 min,8.4,7,"Documentary, Short            ",urdu
tt0257697,Ganga Sangamam,1971,-,-,-,-,malayalam
tt10427988,Shuruaat Ka Twist,2019,142 min,6.6,9,Drama            ,hindi
tt10833600,Love,II 2004,165 min,-,-,Romance            ,telugu
tt0046718,Anupama,1955,-,6.0,9,Drama            ,bengali
tt14245184,Khar dimagh gujjar,1999,-,-,-,-,punjabi
tt13304656,Saubhagyadaan,1980,-,-,-,Drama            ,marathi
tt0133014,Hulchul,1951,-,7.5,54,Drama            ,hindi
tt1649760,The Film Emotional Atyachar,2010,87 min,6.0,290,"Comedy, Crime, Drama            ",hindi
tt4818676,Narak,1991,-,-,-,Drama            ,hindi
tt10443612,Bilqees Kaur,2016– ,-,9.1,7,-,oriya
tt13155412,Kharabath,2017,104 min,-,-,Drama            ,kannada
tt1319601,Antima Ghatta,1987,136 min,-,-,-,kannada
-,Pehlu,,-,-,-,Thriller            ,hindi
tt14311216,Lahori Shahzadi,2006,-,-,-,-,punjabi
tt11924028,Aghori,2019,-,-,-,Drama            ,tamil
-,Soulmate,II 2021,82 min,-,-,"Comedy, Family, Fantasy            ",assamese
tt0290658,Hoovu Mullu,1968,146 min,-,-,-,kannada
tt1970029,Suno Na.. Ek Nanhi Aawaz,2009,127 min,4.5,6,Drama            ,tamil
tt10075078,Rahasyam,2019,100 min,7.0,18,"Horror, Thriller            ",telugu
tt0067546,Pakeezah,1972,147 min,7.4,"1,509","Musical, Romance, Drama            ",urdu
tt3845034,Knockout,2013,130 min,-,-,Romance            ,bengali
tt2777548,Lateef,2013,118 min,3.4,124,"Action, Crime, Drama            ",hindi
tt2290543,Nidra,2012,95 min,6.4,111,Drama            ,malayalam
tt0261779,Keemti Qurbani,1935,-,-,-,-,hindi
tt1496868,Silambattam,2008,166 min,3.9,379,Action            ,tamil
tt0281157,Sakalakala Vallavan,1982,138 min,6.6,214,"Action, Comedy, Romance            ",telugu
tt3089716,The Ground Beneath Their Feet,2015,72 min,-,-,"Documentary, Drama, Family            ",urdu
tt2791300,Jambo,1981,-,-,-,Action            ,hindi
tt3230300,Doosukeltha,2013,161 min,6.5,"1,281","Action, Comedy            ",telugu
tt0318962,Aasthulu Anthasthulu,1988,-,-,-,-,telugu
tt0372854,Daughters of This Century,2001,180 min,7.2,16,-,hindi
tt0253530,Raja Gopichand,I 1938,-,-,-,-,hindi
-,Aati... Kya!!!,,130 min,-,-,Comedy            ,hindi
tt8907992,The Girl on the Train,2021,120 min,4.3,"7,244","Crime, Drama, Mystery            ",hindi
tt5471214,Jinner Badshah,1989,117 min,8.1,27,"Comedy, Drama            ",bengali
tt0232105,Miss Coca Cola,1955,-,-,-,Romance            ,hindi
tt7770154,Delhi Mere Baap Ki,2018,-,-,-,-,hindi
tt3412792,Dorja,2014,69 min,-,-,Thriller            ,bengali
tt3400194,Vandikaran Magan,1978,-,-,-,-,tamil
tt0235272,Chakravyuham,1992,-,6.1,7,-,tamil
tt0155500,Antha Ezhu Natkal,1981,137 min,7.3,179,Drama            ,tamil
tt4832798,Chitra,2015,120 min,5.6,7,"Romance, Thriller            ",bengali
tt1468349,Manikka Thothil,1974,-,-,-,-,tamil
tt3494912,Johnny Uska Naam,1970,-,-,-,Action            ,hindi
-,Yakshi: Awakening,,122 min,-,-,Horror            ,hindi
tt7134336,Pagalpan,1991,-,-,-,Comedy            ,hindi
tt0158294,Tumse Achha Kaun Hai,1969,108 min,6.5,80,"Comedy, Drama, Romance            ",oriya
tt0259241,Chembaruthi,1992,-,5.9,54,"Action, Drama, Romance            ",tamil
tt5867800,Aruvi,2016,130 min,8.5,"11,351",Drama            ,tamil
tt1431729,Mohandas,2009,112 min,6.7,118,Thriller            ,hindi
tt5508308,Shadow Man,II 2014,-,-,-,Thriller            ,malayalam
tt13738134,Innaleyolam,2020,-,-,-,"Short, Drama            ",malayalam
tt14351068,Betab,1991,-,-,-,-,punjabi
-,Manasige Mutthittalu,2021,-,-,-,Biography            ,kannada
tt2585562,Pizza,II 2012,127 min,8.0,"7,062","Horror, Thriller            ",tamil
tt0232133,Mr. X,1938,-,-,-,-,hindi
tt0316190,Lorie,1984,-,6.4,34,Drama            ,hindi
tt7852910,Madurai Veeran,2018,121 min,6.3,74,"Action, Drama            ",tamil
tt2900616,Hum Hain Karan Arjun,1994,-,6.2,9,Action            ,hindi
tt7210246,Kasle Choryo Mero Man,2010,138 min,6.8,13,"Drama, Romance            ",nepali
-,Naakidhe First Time,,-,-,-,Drama            ,telugu
tt3673936,Ko: Yad,2012,90 min,7.9,13,Drama            ,hindi
tt5170264,Betthanagere,2015,125 min,7.2,6,Crime            ,kannada
tt13145362,Parchandi,2017,-,-,-,Drama            ,kannada
tt12536374,Rajalakshmi,2019,142 min,-,-,Romance            ,kannada
tt8971542,Iniyavale,1998,150 min,4.3,7,Drama            ,tamil
tt0356970,Oomappenninu Uriyadappayyan,2002,-,5.0,118,"Action, Comedy, Drama            ",malayalam
tt0344301,Sarphira,1992,-,4.9,42,Action            ,hindi
tt13243042,Danger Zone,2016,110 min,-,-,Drama            ,kannada
tt6339524,Garam Padosan,2006,-,-,-,Drama            ,hindi
tt0388751,Bajrang Bali,1956,-,6.6,7,Fantasy            ,hindi
tt0286664,Gudgudee,1997,138 min,4.2,333,"Musical, Romance            ",hindi
tt0322178,Engal Thaikulame Varuga,1986,123 min,-,-,-,tamil
tt0247829,Yeh Hai Zindagi,1947,-,-,-,Drama            ,hindi
tt13070554,Chithirai Thingal,2014,119 min,-,-,Drama            ,tamil
tt0268410,Kolahal,1989,118 min,-,-,-,assamese
tt1593770,Rabibar,1996,111 min,-,-,Drama            ,bengali
tt1399029,Jagruthi,1975,-,-,-,-,kannada
tt0264909,Misar Ka Khazana,1935,-,5.4,7,"Adventure, Fantasy            ",hindi
tt3628794,Kaliyon Ki Aawaz,1982,-,-,-,Romance            ,hindi
tt0362023,Phool Bane Angaare,1963,-,6.0,15,"Drama, Romance            ",hindi
tt0231145,Angoori,1943,-,-,-,-,hindi
tt8517432,Maze Baal,1943,-,-,-,"Drama, Family            ",marathi
tt0418229,Taxi Driver,1944,-,2.5,16,"Comedy, Musical            ",hindi
tt0152256,Saagar,1985,186 min,7.1,902,"Drama, Romance            ",hindi
tt0235345,Dil Ka Daku,1936,-,-,-,-,hindi
tt0079614,Nauker,1979,126 min,6.5,146,"Comedy, Drama            ",hindi
tt2357926,Ramaiya Vastavaiya,2013,148 min,5.7,"3,453","Action, Drama, Romance            ",hindi
tt0269724,Prathigna,1983,-,7.3,35,"Action, Crime, Drama            ",malayalam
tt0155473,Adalat O Ekti Meye,1982,-,7.7,42,Drama            ,bengali
tt6763794,Thondan,2017,138 min,6.0,252,Crime            ,tamil
tt5720106,Vinavayya Ramayya,2015,136 min,5.5,8,Romance            ,telugu
-,Arjunan Kadhali,,-,-,-,-,tamil
tt0407330,Yahan Se Shehar Ko Dekho,1983,-,-,-,-,hindi
tt7172302,Rakter Sindoor,2002,164 min,-,-,Drama            ,bengali
tt0270219,Baat Ban Jaye,I 1986,148 min,6.3,162,Comedy            ,hindi
tt14338138,Good Luck,2006,-,-,-,Drama            ,kannada
tt1244177,Zabardast,1989,-,-,-,-,punjabi
tt12788490,Fireflies-Jonaki Porua,2019,-,9.6,9,Drama            ,assamese
tt10147890,Pachchax Kodi,1990,-,-,-,Drama            ,tamil
tt3395608,O21,2014,124 min,7.9,"3,073","Action, Thriller            ",urdu
tt0155477,Aadhya Paadam,1977,-,5.0,13,Drama            ,malayalam
tt1601818,Current,2009,-,5.6,86,Romance            ,telugu
tt0248933,Kallan Pavithran,1981,-,7.1,132,"Comedy, Drama            ",malayalam
tt0366658,Kaise Kahoon Ke... Pyaar Hai,2003,-,3.4,32,"Crime, Romance            ",hindi
tt0217351,Dahek: A Burning Passion,1999,155 min,5.7,184,"Drama, Romance, Thriller            ",hindi
tt0156089,Sneham,1977,-,6.8,10,Romance            ,telugu
tt5820690,Ujala,1966,-,-,-,Drama            ,urdu
tt2735130,Secret Agent Raja,1991,-,-,-,Action            ,hindi
tt5657370,Premik,1985,-,-,-,Drama            ,bengali
tt3421620,Manipayal,1973,-,-,-,-,tamil
tt0248282,Paheli Tarikh,1954,-,-,-,"Drama, Family, Fantasy            ",hindi
tt0246492,Chor Ke Ghar Chor,1978,-,6.4,34,"Action, Comedy, Crime            ",hindi
tt0263974,Seeta Rama Vanavasam,1977,137 min,-,-,-,telugu
tt1459830,Asai,1956,-,-,-,-,tamil
tt0215457,'42,1951,156 min,7.2,18,"Action, Biography, Thriller            ",bengali
tt12696864,Kankar,2013,-,8.3,7,Drama            ,urdu
tt2362778,Saheb Biwi Aur Gangster Returns,2013,142 min,6.8,"3,829","Action, Crime, Drama            ",hindi
-,Nassebaaz,2021,-,-,-,Drama            ,hindi
tt14494568,Eman Morom Kiyo Lage,2002,-,-,-,"Action, Romance            ",assamese
tt4337464,Village Guys,2015,127 min,2.9,10,Comedy            ,malayalam
tt0154544,Grama Kanya,1936,167 min,-,-,Drama            ,hindi
tt1445121,Susraal,1962,-,-,-,"Drama, Musical            ",urdu
tt3441002,Andagadu,2005,132 min,6.4,12,Comedy            ,telugu
tt0156891,Phir Teri Kahani Yaad Aayee,1993,105 min,5.9,266,"Romance, Drama            ",hindi
tt0317843,Koaritharicha Naal,1982,-,-,-,-,malayalam
tt12929738,London Confidental,2020,77 min,6.2,"1,653","Crime, Drama, Thriller            ",hindi
-,Swamiji,2021,-,-,-,Drama            ,kannada
tt14230284,Dil Aik Aina,1972,-,-,-,-,urdu
tt0292267,Thacholi Varghese Chekavar,1995,-,5.2,195,"Action, Drama            ",malayalam
tt1247246,Miss Allah Rakhi,1989,-,-,-,-,punjabi
tt6199580, Criminal Minds: Beyond Borders,2016–2017,40 min,7.0,135,"Action, Adventure, Crime            ",urdu
tt5535522,Raasta,2017,120 min,3.8,135,"Action, Crime, Thriller            ",urdu
tt5321808,Hero Wohi Jo Heroine Le Jaye,2000,-,-,-,Romance            ,hindi
tt3595298,Prem Ratan Dhan Payo,2015,164 min,4.4,"17,724","Action, Drama, Musical            ",hindi
tt0278281,Adarkkalam,1985,-,-,-,-,malayalam
tt9035410,Koi Chand Rakh,2018– ,-,7.8,119,Romance            ,oriya
tt13880328,Look at yourself first,2019,29 min,-,-,"Short, Drama            ",urdu
tt13648682,Oh My Ghost,2021,114 min,-,-,Drama            ,marathi
tt0989812,Eito Jibon,1964,-,-,-,Drama            ,bengali
tt13149544,Black Rose,2021,-,4.8,26,Thriller            ,telugu
tt0355197,Ancharakalyanam,1997,-,4.6,15,-,malayalam
tt13814624,Ami Bachte Chai,2007,163 min,-,-,Drama            ,bengali
tt1067185,Kagojer Nouka,1991,109 min,5.3,10,Drama            ,bengali
tt12415648,Bhayanaka,2016,120 min,-,-,Horror            ,kannada
tt0451983,Zeher,2005,132 min,5.4,"1,908","Crime, Drama, Mystery            ",hindi
tt1671456,Dhrona 2010,2010,150 min,4.1,289,"Action, Drama, Horror            ",malayalam
tt0379258,Dhuaan,1953,-,-,-,Mystery            ,hindi
tt11386574,Behind A Shortfilm by Shan,2019,18 min,-,-,"Short, Comedy            ",malayalam
tt5078964,Dildariyaan,2015,116 min,6.1,155,Romance            ,punjabi
tt0357826,Kali Ghata,1980,131 min,5.8,33,"Romance, Thriller, Mystery            ",hindi
tt0321067,Ab Ke Baras,2002,-,3.3,196,"Action, Romance, Thriller            ",hindi
tt0320622,Thiruppu Munai,1989,-,5.9,13,Crime            ,tamil
tt0250585,Mehbooba,1992,-,3.0,8,-,urdu
tt0242921,Syayamsiddha,1947,-,-,-,Drama            ,bengali
tt10274874,Rishte,2019 TV Movie,-,-,-,Drama            ,urdu
tt13491500,Aao Laut Chalain,2017,-,-,-,Drama            ,urdu
tt0353938,Rathi,1989,-,-,-,-,malayalam
tt5589828,Blind Love,2016,-,6.3,36,"Action, Crime, Romance            ",oriya
-,Piya Milan Chauraha,2021,-,-,-,Drama            ,bhojpuri
tt14097502,Karnataka Ayodhyapuram,2014,-,-,-,Drama            ,kannada
tt0113526,Karan Arjun,1995,175 min,6.8,"13,051","Action, Drama, Fantasy            ",hindi
tt0154183,First Rank,1990,150 min,5.4,"1,108","Action, Drama, Sport            ",hindi
tt4907254,Alisha,II 2014,70 min,-,-,"Drama, Family, Romance            ",hindi
tt0425763,Badalti Duniya,1943,-,-,-,-,hindi
tt0289845,Aks,2001,184 min,5.8,"1,608","Action, Crime, Horror            ",hindi
tt13979576,Silence,XII 2012,-,-,-,Drama            ,kannada
tt11210110,Ahilya: Zunj Ekaki,2020,-,-,-,Action            ,marathi
tt1267426,Jakher Dhan,1939,-,6.0,6,Thriller            ,bengali
tt6262750,Ammani,2016,90 min,7.9,84,"Drama, Family            ",tamil
tt0230417,Kiran,1944,-,-,-,-,hindi
tt13010684,K3,2015,113 min,-,-,Drama            ,tamil
tt1852076,Qasam Se Qasam Se,2012,145 min,4.0,18,Romance            ,hindi
tt3859980,Mohenjo Daro,2016,155 min,5.7,"10,727","Action, Adventure, Drama            ",hindi
tt8931204,Jaanmoni 2,2006,-,8.4,5,"Musical, Romance            ",assamese
tt0079526,Manzil,1979,113 min,7.0,283,"Drama, Romance, Family            ",hindi
tt0390457,Sati Savitri,1977,-,-,-,-,telugu
tt0072109,Sagina,1974,-,7.1,86,"Comedy, Drama, Family            ",hindi
tt2690596,Thoranai,2009,159 min,3.9,124,"Action, Drama            ",tamil
tt0108118,Shilpi,1994,103 min,7.7,18,Drama            ,bengali
tt3745874,Maaya Ka Saaya,2000,-,-,-,Horror            ,hindi
tt13683390,Thirudi,2006,135 min,-,-,Drama            ,tamil
tt0250394,Gaath Padli Thaka Thaka,1956,-,-,-,-,marathi
tt0118982,Dil Ke Jharoke Main,1997,-,3.8,26,"Musical, Romance            ",hindi
tt3061444,Athe Karanathal,2013,16 min,7.3,26,"Short, Drama            ",malayalam
tt11423498, Alif Laila,1997–2002,-,-,-,"Adventure, Fantasy            ",urdu
tt0085361,Coolie,I 1983,177 min,6.6,"2,093","Action, Comedy, Drama            ",hindi
-,Gulal.com,2021,-,-,-,Comedy            ,kannada
tt6131628,Vanjara,1954,-,-,-,Drama            ,punjabi
tt13701996,Shambo Shankara,2010,-,-,-,Drama            ,kannada
tt4540990,Pyasi Baahon Mein,1990,-,-,-,Thriller            ,hindi
tt3596404,Bashar Momin,2014– ,-,8.3,410,"Drama, Romance, Thriller            ",oriya
-,Vijay Kumar Untitled Movie,,-,-,-,Drama            ,tamil
tt1579977,Modati Cinima,2005,-,4.9,28,Drama            ,telugu
tt2456116,Varshadhaare,2010,-,-,-,Thriller            ,kannada
tt9391950,Your Order Has Arrived,2018 Video,8 min,-,-,"Short, Comedy, Horror            ",urdu
tt2678764,Jungle Ka Beta,1992,-,-,-,Fantasy            ,hindi
tt3766616,Gharaksharangal,2000,-,-,-,Drama            ,hindi
tt0250465,Kathanayakudu Katha,1965,-,-,-,-,telugu
tt5779000,Tanha,1964,-,-,-,Drama            ,urdu
tt0230321,Edavazhiyile Poocha Minda Poocha,1979,140 min,7.0,13,Drama            ,malayalam
-,Vrithakrithiyulla Chathuram - A Minor Inconvenience,,-,-,-,Adventure            ,malayalam
tt0242548,Jai Mahakali,I 1979,-,-,-,-,hindi
tt1579963,Junction,II 2009,-,-,-,Drama            ,telugu
tt0813539,Mr Prime Minister,2005,-,5.3,57,Comedy            ,hindi
tt3000372,Pied Piper,2013,113 min,6.3,22,"Comedy, Drama            ",hindi
tt5326064,Nacher Putul,1971,107 min,7.1,72,"Drama, Romance            ",bengali
tt7792194,Red Oliender's Roktokorobi,2017,114 min,7.2,63,Drama            ,bengali
tt0073391,Mili,1975,150 min,7.5,"1,261","Drama, Romance, Family            ",hindi
tt4959068,Emiler Goenda Bahini,1980,-,8.0,44,"Adventure, Comedy, Family            ",bengali
tt0368969,Shubho Mahurat,2003,150 min,7.6,490,"Crime, Mystery            ",bengali
tt10443614,Agar Tum Na Hotay,2014– ,-,-,-,-,urdu
tt10981694,Kaaliyan,2017,104 min,4.6,8,Drama            ,malayalam
tt0057699,Yeh Rastey Hain Pyar Ke,1963,150 min,6.0,49,"Crime, Drama, Romance            ",hindi
tt2777886,Budhivanta,2008,138 min,7.1,213,"Crime, Drama, Thriller            ",kannada
tt0278130,Vakkalathu Narayanankutty,2001,144 min,5.3,91,"Comedy, Drama            ",malayalam
tt0788202,Rojulu Marayi,1984,-,-,-,Drama            ,telugu
tt3675380,Ariel Mothers aka Ariel Maa,2000–2002,"2,288 min",5.4,9,Talk-Show            ,urdu
tt0293448,Nenante Nene,1968,169 min,-,-,"Action, Drama, Thriller            ",telugu
tt1567285,Chand Ki Duniya,1959,-,-,-,"Drama, Fantasy, Sci-Fi            ",hindi
tt7394202,Aks,2018,-,-,-,"Horror, Thriller            ",urdu
tt9104890,Andava Kanoom,2020,116 min,-,-,Drama            ,tamil
tt0155934,Padheyam,1993,140 min,7.1,189,Drama            ,malayalam
tt0293502,Pedarasi Peddamma Katha,1968,160 min,7.2,5,Fantasy            ,telugu
tt1997455,Naadodigal,2009,161 min,7.7,"1,140","Action, Comedy, Drama            ",tamil
tt13519324,Ketu,2020,-,-,-,-,bengali
tt0271355,Adharvam,1989,150 min,6.9,134,"Adventure, Fantasy, Thriller            ",malayalam
tt2255851,"Inshallah, Kashmir",2012,82 min,7.0,130,Documentary            ,oriya
tt6575302,Betwa Baagi,2011,145 min,-,-,Drama            ,bhojpuri
tt7543746,Debigarjan,1984,116 min,-,-,Drama            ,bengali
tt9104710,Dil Diyan Gallan,2019,122 min,6.9,314,"Drama, Romance            ",punjabi
-,Dehati Lakhaira Number 1,,-,-,-,Drama            ,bhojpuri
tt0045467,Aah,1953,150 min,7.2,272,"Drama, Musical, Romance            ",hindi
tt12526464,Qawwali - Music of the Mystics,2020,-,9.5,37,Music            ,oriya
tt6545298,Meyeti Ekhon Kothay Jabe,2017,-,6.6,12,Drama            ,bengali
tt0175904,Mela,1971,126 min,6.8,44,"Drama, Family            ",hindi
tt14223908,Sauday Bazi,1985,-,-,-,-,punjabi
tt1471247,Road to Sangam,2009,135 min,7.4,752,"Drama, Thriller            ",hindi
tt3778896,Thakur Bhavani Singh,1993,-,-,-,Action            ,hindi
tt12393220,Cheran Pandian,1991,144 min,5.6,8,Drama            ,tamil
tt12725076,Ek Jhoothi Love Story,2020– ,-,8.4,159,"Comedy, Drama, Family            ",urdu
tt13198360,Zakali Muth Sawa Lakachi,1989,-,-,-,Drama            ,marathi
tt13730246,Preethiya Theru,2010,-,-,-,Drama            ,kannada
tt1575602,Lagna Pathrika,2002,132 min,-,-,Action            ,telugu
tt4718656,Agradani,1983,118 min,7.8,21,Drama            ,bengali
tt2955932,Ilzaam,1972,-,-,-,Drama            ,urdu
tt14531248,Satya,2018,-,-,-,Drama            ,marathi
tt11478246,Sapana Srinkhala,2019– ,-,-,-,Short            ,nepali
tt0292437,Balarama Krishnulu,1992,142 min,6.8,24,"Action, Drama, Romance            ",telugu
tt0254485,Kathirunna Nikah,1965,-,-,-,-,malayalam
tt4771342,Mera Naam Yousuf Hai,2015– ,37 min,8.5,493,Romance            ,oriya
tt11497480,Asur,2020,139 min,6.9,822,Drama            ,bengali
tt0827714,Jaane Hoga Kya,2006,155 min,2.8,166,"Action, Crime, Sci-Fi            ",hindi
tt11423088, Alif Laila,1997–2002,-,-,-,"Adventure, Fantasy            ",urdu
tt0060659,Mamta,1966,150 min,7.0,116,"Drama, Romance            ",hindi
tt0925081,Game,II 2006,130 min,5.0,"1,091",Thriller            ,telugu
tt1129403,Alor Thikana,1974,-,7.5,12,Family            ,bengali
tt0215794,Ghar Grihasti,1958,-,-,-,"Drama, Family            ",hindi
-,Raat Nu Rajwadu,,122 min,-,-,Drama            ,gujarati
tt1649760,The Film Emotional Atyachar,2010,87 min,6.0,290,"Comedy, Crime, Drama            ",gujarati
tt8690698,Atha mechina alludu,1989,115 min,-,-,"Drama, Family            ",telugu
tt10160390,Asuran,1995,-,4.7,15,Horror            ,tamil
tt11700268,Iravum Pagalum,1965,-,-,-,-,tamil
tt14076962,Ashi Hi Bhaubij,2008,119 min,-,-,Drama            ,marathi
tt7297966,Village Rockstars,2017,87 min,7.4,826,Drama            ,assamese
tt7853760,Kalo Bhromor,2016,-,4.1,11,"Romance, Thriller            ",bengali
tt13358270,Kurumbukkara Pasanga,2013,-,-,-,Drama            ,tamil
tt0275217,Banarasi Babu,1973,141 min,6.7,73,"Drama, Thriller            ",hindi
tt5266002,Laddoo,2015,11 min,8.2,6,"Short, Crime, Fantasy            ",malayalam
tt9122012,Ammo! Alluda?,1996,-,-,-,Drama            ,telugu
tt14254572,Chili Pili Hakkigalu,2008,-,-,-,Drama            ,kannada
tt1714866,Midnight's Children,2012,146 min,6.2,"3,009",Drama            ,urdu
tt0348187,Tejasvini,1994,169 min,6.4,87,"Action, Drama            ",hindi
tt0331235,Duhai,1943,120 min,5.0,7,-,hindi
tt0320211,Ooru Vittu Ooru Vandhu,1990,-,5.3,16,-,tamil
tt14223156,Yekkey Wali,1957,-,-,-,-,punjabi
tt14063862,Paying Guest,II 2020,-,-,-,"Short, Mystery            ",urdu
tt10084614,My Angel My Teacher,2019,-,6.5,8,Drama            ,hindi
tt14130082,Pakda Pakdi,2018,-,-,-,Drama            ,marathi
tt0175729,Hercules,1964,142 min,5.3,33,Adventure            ,hindi
tt2511784,Ek Nadir Galpo,2008,124 min,7.8,36,Drama            ,bengali
tt9248996,Sharma Ji Ki Lag Gayi,2019,122 min,4.9,255,Comedy            ,hindi
tt14311512,Wo Kon Thi,1966,-,-,-,-,punjabi
tt0139525,Phool Aur Patthar,1966,163 min,6.3,216,"Action, Drama, Romance            ",hindi
-,Vishama Vrudham,2021,-,-,-,Drama            ,malayalam
-,Bharata,,-,-,-,"Drama, Family            ",tamil
tt13932170,Pudhari,1976,-,-,-,Drama            ,marathi
tt14074170,Guilty,II 2008,-,-,-,Drama            ,marathi
tt1431739,Soggadi Pellam,1996,141 min,4.2,102,"Action, Drama, Romance            ",telugu
-,Minnal Murali,2021,-,-,-,"Adventure, Comedy, Fantasy            ",telugu
tt0356849,Madapravukal,2002,-,-,-,-,malayalam
tt0280399,Adhithy,1975,-,-,-,-,malayalam
tt12997998,Wishlist,II 2020,93 min,4.4,114,Drama            ,hindi
tt8743206,Khaki Chokka,2001,-,-,-,Drama            ,telugu
tt10183812,Aarilirunthu Arubathuvarai,1979,-,-,-,Drama            ,tamil
tt11363280,Choonda - Irayude Katha,2013,-,-,-,Short            ,malayalam
tt8458712,Paalkaari,2018,-,-,-,Drama            ,tamil
tt2407652,Khargosh,2009,94 min,7.7,24,Drama            ,hindi
-,Karnam Malleswari Biopic,2021,-,-,-,Sport            ,hindi
tt1102315,Ravanan,2007,-,6.1,28,"Action, Thriller            ",malayalam
tt4332830,The Unfaithful Hawas,2004,-,-,-,Thriller            ,hindi
tt0245803,Bulletproof Monk,2003,104 min,5.5,"47,854","Action, Comedy, Fantasy            ",punjabi
tt7075578,Pigments: The Immortal Shades,2016,26 min,-,-,"Short, Drama            ",assamese
tt1579522,Amma Ammani Chudalani Undhi,1996,-,-,-,Family            ,telugu
tt0259842,Ajooba Kudrat Ka,1991,-,4.9,28,"Action, Adventure, Fantasy            ",hindi
tt13782020,Kannamma,2005,-,-,-,Drama            ,tamil
